accuracy,sensitivity,specificity,precision,recall,f1,tn,fp,fn,tp,model,threshold
0.7380952380952381,0.7666666666666667,0.6666666666666666,0.8518518518518519,0.7666666666666667,0.8070175438596491,8,4,7,23,KNN,0.33999999999999997
0.7142857142857143,0.7333333333333333,0.6666666666666666,0.8461538461538461,0.7333333333333333,0.7857142857142857,8,4,8,22,SVM_Cubic,0.45000000000000007
0.7142857142857143,0.7666666666666667,0.5833333333333334,0.8214285714285714,0.7666666666666667,0.7931034482758621,7,5,7,23,RandomForest,0.54
0.5952380952380952,0.6333333333333333,0.5,0.76,0.6333333333333333,0.6909090909090909,6,6,11,19,SVM,0.42000000000000004
0.7619047619047619,0.9,0.4166666666666667,0.7941176470588235,0.9,0.84375,5,7,3,27,XGBoost,0.53
0.7142857142857143,0.8333333333333334,0.4166666666666667,0.78125,0.8333333333333334,0.8064516129032258,5,7,5,25,CatBoost,0.45000000000000007
0.6190476190476191,0.7333333333333333,0.3333333333333333,0.7333333333333333,0.7333333333333333,0.7333333333333333,4,8,8,22,MLP,0.39
0.6428571428571429,0.8,0.25,0.7272727272727273,0.8,0.7619047619047619,3,9,6,24,LogisticRegression,0.16
